Subject Area,Course Name,Course Description
History Of Art,HART2808W - Contemporary Issues in Museums,"Current practices and controversies. Museum ethics, collection care, finances, and administration. Historical and contemporary global events and case studies. Guest speakers and site visits to local museums. Repeatable once for credit with no duplication in content. Offered on a graded basis only. [3] (P)"
History Of Art,HART2810W - Museum Exhibition,"Culture of museums and exhibition. Object handling, storage, and display. Ethics of exhibition including of objects from various cultures. Contextual presentation of art. May be repeated for credit once if there is no duplication in topic and not twice from the same instructor. Offered on a graded basis only. (Maximum of 6 credits total for all semesters of 2810W, 3810, and 3810W). [3] (P)"
History Of Art,HART2815 - Digital Heritage: Methods and Practice,"Case-based introduction to digital applications in history of art and archaeology. Theory, research design, current methods of photogrammetry, 2D and 3D modeling, and immersive environments. Mapping and spatial analysis. Data management and digital publishing. May be repeated for credit with permission of the faculty. [3] (HCA)"
History Of Art,HART2815W - Digital Heritage: Methods and Practice,"Case-based introduction to digital applications in history of art and archaeology. Theory, research design, current methods of photogrammetry, 2D and 3D modeling, and immersive environments. Mapping and spatial analysis. Data management, digital publishing, writing formats. May be repeated for credit with permission of the faculty. [3] (HCA)"
History Of Art,HART2820 - Architectural Heritage: Research and Documentation,"Case-based. Immersive and collaborative analysis of buildings of architectural and historical importance. On-site survey, exploration, and archival investigation; consideration of design, function, renovation, and historic preservation. Offered on a graded basis only. May be repeated for credit with no duplication in content. [3] (US)"
History Of Art,HART3112 - The Arts of China during the Liao-Song Period,"Art and architecture of China during the Liao-Song period from C.E. 907 to C.E. 1279. Political, religious, and aesthetic contexts. Influence of coastal trade and pilgrimage in transformations of painting, sculpture, ceramics, and architecture. [3] (INT)"
History Of Art,HART3140 - Healing and Art in East Asia,"Influence of early healing practices on the development of the arts of East Asia. Magical healing texts, talismans, and tattoos; diagramming the body and the landscape; and the art of the Buddha of Medicine. Gardens and growing transformative herbs. Tea as medicine and art. Serves as repeat credit for HONS 1820W Section 28. [3] (HCA)"
History Of Art,HART3164W - Art of Buddhist Relic and Reliquary,"From second century BCE to present. Relic veneration and construction of reliquaries from a visual perspective. Beautification, ritualization, use and abuse, and bodily issues spanning India, China, Korea, Japan, and Southeast Asia. [3] (INT)"
History Of Art,HART3172 - Himalayan Art: Art of the Divine Abode,Art of Nepal and Tibet from its inception to the present. Religious and cultural contexts. Initial western responses; Hindu and Buddhist art and architecture in Nepal; Tibetan Buddhist Art; artistic productions in the Tibetan diaspora; and souvenir art in Nepal. [3] (INT)
History Of Art,HART3173W - Art and Empire in India,Art of India between the Mughal and British empires. Rise of colonialism and nationalism; cross-cultural encounters; and emergence of new institutions and technology. Offered on a graded basis only. [3] (P)
History Of Art,HART3174 - The South Asian Temple,From its inception to the present. Morphological and stylistic analysis. Anthropological and ethnographical approach to temples as living communal entities. [3] (INT)
History Of Art,HART3224 - Greek Sculpture,"Style, materials, and techniques ca. 900-31 B.C. Sculptors' craft and their reasons for the creation of both free-standing and architectural sculpture. [3] (HCA)"
History Of Art,HART3226 - Greek Vases and Society,"Ancient Greek vases as social documents. Interdisciplinary approaches, including historiographic, stylistic, semiotic, contextual, and scientific. Production, trade, and the functions of vases in funerary and ritual contexts, particularly the symposium. The development of black- and red-figure vase painting and iconography. [3] (HCA)"
History Of Art,HART3228W - Gender and Sexuality in Greek Art,"Iconography of vase-painting and sculpture, from the Archaic through the Hellenistic periods. Visual constructions of bodies, poses, gestures, and dress, reflecting cultural attitudes towards courtship, marriage, rape, prostitution, and homosexuality. Emphasis on methodological approaches and comparisons with modern societies. Offered on a graded basis only. [3] (HCA)"
History Of Art,HART3233 - Climate and Society: Drowning Cities,"Climate change, sea-level fluctuations, and floods from antiquity to the present. Science of climate, coasts, and rivers. Interdisciplinary analysis of urban form and history. Physical, social, technological, and aesthetic influences. Past, present, and future cities in Near East, Europe, Asia, and North America, including Nashville, New Orleans, and New York. Not open to students who completed 3333 or EES 3333 offered fall 2020. [3] (P)"
History Of Art,HART3240W - Ancient Landscapes,Greco-Roman attitudes toward nature. Exploitation and stewardship of resources. Country-house and garden design. Representations of mythological and sacred landscapes in painting and poetry. [3] (HCA)
History Of Art,HART3256W - Roman Architecture and Power,"Prestige building projects and architectural expressions of social, political, religious, and technological power in Rome and across its Empire. Public and private architecture; state institutions, infrastructure, and city dwellers; Romanization and resistance. Late antique transformations, modern legacies. [3] (HCA)"
History Of Art,HART3272 - Portraits in Late Antiquity,"Social, political, and religious functions of portraits from the first century through the sixth century CE. Issues of representation, including the construction of identity, social status, mediation of presence through image, and what constitutes a likeness. Portraits as memorials, as objects of veneration, and idealized models. Influences on later portraiture. [3] (HCA)"
History Of Art,HART3274 - Art and Empire from Constantine to Justinian,"An interdisciplinary study of Roman social, political, religious, and art historical developments in the fourth through sixth centuries CE. [3] (HCA)"
History Of Art,HART3320 - Early Renaissance Florence,"Painting and sculpture in fifteenth-century Florence. Ghiberti, Donatello, Masaccio, Fra Angelico, and Botticelli. Stylistic progression; iconographic interpretation and meaning; the role of patronage and audience; and original physical and cultural context. The Italian Renaissance workshop. Not open to students who have earned credit for HART 2310 without permission. Total credit for this course and 2310 will not exceed 4 hours. Credit hours reduced from second course taken (or from test or transfer credit) as appropriate. Serves as repeat credit for HART 3320W. [3] (HCA)"
History Of Art,HART3332 - Raphael and the Renaissance,"Art in Central Italy, ca. 1400-1520, with a focus on Rafaello Sanzio. His origin and artistic formation in Urbino and Perugia, early commissions in Florence, mature works and legacy in Rome. Predecessors Masaccio, Donatello, Piero della Francesca, and Pietro Perugino. Contemporaries Leonardo and Michelangelo. Taught on location in Italy. [3] (INT)"
History Of Art,HART3334 - Michelangelo's Life and Works,"Sculpture, painting, architecture, and graphic works. Poetry and letters. Cultural, historical, religious, and political climate of his day. Influence upon artists. Critical reception. Repeat credit for students who have completed 3334W. [3] (HCA)"
History Of Art,HART3334W - Michelangelo's Life and Works,"Sculpture, painting, architecture, and graphic works. Poetry and letters. Cultural, historical, religious, and political climate of his day. Influence upon artists. Critical reception. Repeat credit for students who have completed 3334. [3] (HCA)"
History Of Art,HART3364W - The Court of Burgundy,"The visual arts of the Dukes of Burgundy (1363-1477) in cultural context. Portraiture, chivalry, costume, storytelling, and ceremony. Artists include Claus Sluter, Jan van Eyck, and Rogier van der Weyden. [3] (HCA)"
History Of Art,HART3605W - French Art in the Age of Louis XV: From Rococo to Neoclassicism,"Court art and visual culture 1715 to 1775. Aesthetic development in painting, sculpture, interior design, and architecture. Watteau, Boucher, Fragonard, Falconet, Boffrand. Chinoiserie and exoticisms, porcelain industry at Sèvres, and domestication of royal spaces at Versailles. Women patrons such as Mme de Pompadour and Mme du Barry. Offered on a graded basis only. [3] (INT)"
History Of Art,"HART3610W - Art and Politics in Revolutionary and Napoleonic Europe, 1785-1830","Art patronage, politics, and propaganda of the ancien régime, French Revolution, reign of Napoleon Bonaparte, and Bourbon Restoration. French art policies on national patrimony, looting, and the confiscation of artworks; cultural centralization at the Musée du Louvre. Painting, sculpture, printmaking, and decorative arts. David, Ingres, Gérard, Canova, Géricault. Offered on a graded basis only. Not open to students who have completed HART 4960-01 offered spring 2019. [3] (HCA)"
History Of Art,HART3712W - Surrealism,"20th- and 21st-century painting, sculpture, film, photography, and computer-generated and internet-based new media. Origins in France to international proliferation. Salvador Dalí, René Magritte, Luis Buñuel, Meret Oppenheim, and Frida Kahlo. Stylistic, thematic, and ideological issues in their historical and cultural context. [3] (HCA)"
History Of Art,"HART3718W - Twentieth-Century Mexican Art: Painting, Cinema, Literature","From muralism to performance art. Relationship between artistic style and historical context. Analysis of ideological content. Rivera, Orozco, Kahlo, Modotti, Paz. Offered on a graded basis only. [3] (HCA)"
History Of Art,HART3725W - The Skyscraper: Modern Urban Icon,"Development of the architectural type from the late 19th to the mid-20th century, seen from stylistic, technological, urban, artistic, and economic perspectives. [3] (HCA)"
History Of Art,HART3730 - Twentieth-Century Sculpture,"Definitions, materials, movements, theories, and related practices, including architecture. [3] (HCA)"
History Of Art,HART3740 - History of Sound Art,"From twentieth century to present. Use of sound as artistic medium. Experimental practices; the relationship of art and technology; sound art's position between music, performance and installation art. Cage, Cardiff, Paik, Rosenfeld, and Trimpin. [3] (HCA)"
History Of Art,"HART3753W - Imaging the ""Other"" in Art","Representations of racial difference in North America and Europe, 19th-21st centuries. Orientalism, colonialism, primitivism, anthropology, the use of racial and ethnic stereotypes, and the politics of display. [3] (HCA)"
History Of Art,HART3757W - Women in Architecture,"Women's contributions to the built environment as architects, patrons, critics, and social reformers, primarily in the 19th and 20th centuries. Perspectives of feminism, gender, race, and sexuality studies. Julia Morgan, Eileen Gray, Charlotte Perriand, Denise Scott Brown, and Zaha Hadid. [3] (P)"
History Of Art,"HART3765W - Monuments and Memorials, 1900 to present","Global memorialization practices in Europe, North America, and post-colonial settings. Memorials to Holocaust, civil rights movements, acts of terrorism. Monuments in and of multiple wars. Themes include counter-monuments, history and memory, and preservation. Offered on a graded basis only. [3] (HCA)"
History Of Art,"HART3766W - Post-1871 Berlin Monuments, Memorials, and City Planning","Berlin's city planning; monuments and memorials from the beginning of the German Empire. Political, social, and cultural history, including World War II, the Holocaust, and the Cold War. Brandenburg Gate, Berlin Palace, Reichstag, Holocaust Memorial, Jewish Museum, and Berlin Wall. [3] (P)"
History Of Art,HART3767W - Neo-Dada and Pop Art,"Artistic movements at the end of modernism and beginning of postmodernism, 1955-1980. Intersection with music, consumer culture, advertising, and economics. Jackson Pollock, Robert Rauschenberg, Jasper Johns, Andy Warhol, and Roy Lichtenstein. Issues of gender and sexuality through construction of femininity and masculinity. [3] (US)"
History Of Art,HART3790 - Monumental Landscapes of Provence,"First millennium BCE to the present. Architecture and art, physical geography and natural resources in Mediterranean France. Greek-Gallic interactions, Roman urbanism, medieval institutions, and modern painting and design. Based in Aix-en-Provence and Marseille. [3] [HCA]"
History Of Art,HART3810 - Exhibiting Historical Art,"Research and exhibition of art in the permanent collection of the Vanderbilt University Fine Arts Gallery. Research methods and principles of object organization and display, illustrated via selected objects that vary annually. May be repeated for credit once if there is no duplication in topic and not twice from the same instructor. Offered on a graded basis only. (Maximum of 6 credits total for all semesters of 3810 and 3810W). [3] (HCA)"
History Of Art,HART3810W - Exhibiting Historical Art,"Research and exhibition of art in the permanent collection of the Vanderbilt University Fine Arts Gallery. Research methods and principles of object organization and display, illustrated via selected objects that vary annually. May be repeated for credit once if there is no duplication in topic and not twice from the same instructor. Offered on a graded basis only. (Maximum of 6 credits total for all semesters of 3810 and 3810W). [3] (HCA)"
History Of Art,HART3825W - Meaning and Form in Architecture,Human-made environment in various cultural contexts; historical and theoretical perspectives. Diverse approaches and methodologies for addressing formalism in architecture and the visual arts. [3] (P)
History Of Art,HART3840 - Directed Study,"Registration only with agreement of instructor involved and with written approval of the director of undergraduate studies. May be repeated for a total of 6 credits, but students may earn only up to 3 credits per semester of enrollment. [1-3; maximum of 6 credits total for all semesters of HART 3840] (No AXLE credit)"
History Of Art,HART3850 - Independent Research,"Supervised work in extension of regular offerings in the curriculum. Registration only with agreement of instructor involved and with written approval of the director of undergraduate studies. May be repeated for a total of 6 credits, but students may earn only up to 3 credits per semester of enrollment. [1-3] (No AXLE credit)"
History Of Art,HART3880 - Internship Training,"Students gain experience in a broad range of arts-related programs, at public or private institutions, including museums, and/or federal agencies. Students may take 1-3 hours in 3883, which includes background research, done concurrently with a one-semester internship program (3880), leading to submission of a research paper at the end of that semester. A 3.0 grade point average, approval of a specific plan by the department, and at least 6 hours of prior work in History of Art is required. Offered only on a pass/fail basis only and must be taken concurrently with 3883. Will not count as part of the minimum hours for the History of Art major or minor. Corequisite: 3883. [Variable credit: 1-9] (No AXLE credit)."
History Of Art,HART3883 - Internship Research,"Students gain experience in a broad range of arts-related programs, at public or private institutions, including museums, and/or federal agencies. Students may take 1-3 hours in 3883, which includes background research, done concurrently with a one-semester internship program (3880), leading to submission of a research paper at the end of that semester. A 3.0 grade point average, approval of a specific plan by the department, and at least 6 hours of prior work in History of Art is required. Readings and critiqued assignments under faculty supervision. Will not count as part of the minimum hours for the History of Art major or minor. Corequisite: 3880. [Variable credit: 1-3] (No AXLE credit)."
History Of Art,HART3890 - Selected Topics,May be repeated for credit twice if there is no duplication in topic. Students may enroll in more than one section of this course each semester. [3; maximum of 9 credits total for all semesters of HART 3890] (No AXLE credit)
History Of Art,HART4960 - Advanced Seminar,"An undergraduate seminar involving advanced In-depth reading, research, and writing in a particular area of art history. Limited to juniors and seniors with preference to majors. May be repeated for credit once if there is no duplication in topic and not twice from the same instructor. Students may enroll in more than one section of this course each semester. Offered on a graded basis only. [3; maximum of 6 credits total for all semesters of 295; maximum of 9 credits for HART Honors candidates] (HCA)"
History Of Art,HART4998 - Honors Research,Research to be done in consultation with a member of the faculty in history of art. Open only to those beginning honors work in history of art. May be repeated for a total of 6 credits. [1-6; maximum of 6 credits total for all semesters of HART 4998] (No AXLE credit)
History Of Art,HART4999 - Honors Thesis,"Open only to seniors in the departmental honors program. Students completing this course with distinction, including a thesis and final examination, will earn honors in history of art. Prerequisite: 4998. May be repeated for a total of 6 credits. [1-6; maximum of 6 credits total for all semesters of HART 4999] (No AXLE credit)"
History Of Art,HART5155 - Healing and Art in China,"Early healing practices and their influence on the arts in premodern China. Materiality and technology of individual craft traditions as related to the human body; magical healing texts, talismans, and dharanis; the art of the Buddha of Medicine; transformative herbs and the development of the aesthetic garden; and tea consumption as medicine and art. Not open to students who completed HART 2155W. [3]"
Honors,HONS1810W - College Honors Seminar in the Humanities and Creative Arts,"Offered on a graded basis only. May be repeated for credit more than once if there is no duplication in topic, but students may earn only up to 6 credits per semester of enrollment. [3] (HCA)"
Honors,HONS1820W - College Perspectives Honors Seminar,"Offered on a graded basis only. May be repeated for credit more than once if there is no duplication in topic, but students may earn only up to 6 credits per semester of enrollment. [3] (P)"
Honors,HONS1830W - College Honors Seminar in Behavioral and Social Sciences,"Offered on a graded basis only. May be repeated for credit more than once if there is no duplication in topic, but students may earn only up to 6 credits per semester of enrollment. [3] (SBS)"
Honors,HONS1840W - College Honors Seminar in History and Culture of the United States,"Offered on a graded basis only. May be repeated for credit more than once if there is no duplication in topic, but students may earn only up to 6 credits per semester of enrollment. [3] (US)"
Honors,HONS1850W - College Honors Seminar in Mathematics and Natural Science,"Offered on a graded basis only. May be repeated for credit more than once if there is no duplication in topic, but students may earn only up to 6 credits per semester of enrollment. [3] (MNS)"
Honors,HONS1860W - College Honors Seminar in International Cultures,"Offered on a graded basis only. May be repeated for credit more than once if there is no duplication in topic, but students may earn only up to 6 credits per semester of enrollment. [3] (INT)"
Honors,HONS3810 - Service Development Sem.,"Conducting community service in an ethical manner.  Civic engagement, equity, equality, community organizing, allyship, justice, empowerment, and service learning. Lectures, interactive workshops, guest speakers, site visits, and short projects with local firms.  Offered on a graded basis only. [1]"
Honors,HONS3830 - Leadership Development Sem,"Introduction and cultivation of leadership skills: communication, organization, delegation, strategic thinking, conflict resolution, time management, mentorship, personnel development, giving and receiving feedback. Lectures, interactive workshops, guest speakers, site visits, and short internships with local companies.  Offered on a graded basis only. [1]"
Honors,HONS3850 - Research Development Seminar,"Introduction and cultivation of research skills: library science, search and prompt writing, finding topics, defining scope, note-taking, literature reviews, structure of research projects, methodologies, attention to details, time management, citation, communication and presentation of findings. Lectures, interactive workshops, guest speakers, site visits, and short research projects.  Offered on a graded basis only. [1]"
Honors,HONS3870 - Professional Development Sem,"Introduction and cultivation of professional skills: networking, resume and cover-letter writing, pitches, problem-solving, data analytics, negotiation, and effective communication. Lectures, interactive workshops, guest speakers, site visits, and short internships with local companies.  Offered on a graded basis only. [1]"
Human & Organizational Development,HOD1001 - Commons iSeminar,"Commons iSeminar, a 1-hour small seminar experience, open to first-year students. Students and faculty will collaboratively explore a specialized topic in depth in this university-wide seminar sponsored by The Ingram Commons. General Elective credit only. [1]"
Human & Organizational Development,HOD1115 - First-Year Seminar,Selected Topics for first-year students [3]
Human & Organizational Development,HOD1250 - Applied Human Development,Introduction to the processes of human development and how such development can be influenced. Emphasis is placed on social development and implications for solving personal and professional problems. The course focuses on late adolescent and young adult development. [3]
Human & Organizational Development,HOD1300 - Small Group Behavior,"Designed to improve the student's ability to analyze behavioral patterns in groups such as leadership, conflict, and decision making and group roles. The student is expected to improve his/her abilities by effective participation in the group as well as in written analyses. Problems for analysis are drawn from events in the group and from theoretical readings. [3]"
Human & Organizational Development,HOD2100 - Understanding Organizations,"Organizations are comprised of individuals with diverse interests functioning within rapidly changing, complex environments, often with limited resources. Accordingly, understanding organizations requires multiple perspectives and approaches to problem-solving. Students in the course will learn to apply organizational theories to specific challenges in order to generate potential solutions that promote organizational health. HOD 2100 can substitute for BUS 1400 in the business minor. Serves as repeat credit for BUS 1400. [3]"
Human & Organizational Development,HOD2260 - Economics of Human Resources,"An introduction to economics, with heavy emphasis on microeconomics of the family, household, consumer, and business firm. Applications to the economics of government, poverty, discrimination, labor markets, the environment, education, and other human resource and human development topics will be included. The class will be primarily lecture format with some small group interactions and discussions. Prerequisite - Statistics Course: PSY-PC 2110, PSY 2100, ECON 1500, MATH 2810 or MATH 2820. [3]"
Human & Organizational Development,HOD2400 - Talent Management and Organizational Fit,"The course provides a general overview of social, economic, and other environmental factors impacting the world of work and helps students in understanding how organizations are responding to this changing landscape. The course also enables students to critically engage this context by developing competencies and skills which will be applicable in a diversity of settings. [3]"
Human & Organizational Development,HOD2500 - Systematic Inquiry,"This course offers an introduction to social science research methods covering qualitative and quantitative approaches. Students will develop the ability to critically analyze research studies as well as collaborate with others to conduct studies of their own, reporting their results in a professional format. [3]"
Human & Organizational Development,HOD2600 - Continuous Improvement in Organizations,"Whether your future work is in a startup or a multinational corporation, a for-profit or non-profit organization, or a job that makes things or develops people, the tools of continuous improvement can help you push your organization beyond the status quo. Successful organizations look to what they can improve upon to better meet their organizational goals and improve performance. In this course, you will learn and apply methods of continuous improvement (e.g., Kaizen, Lean, and Improvement Science), including the Plan, Do, Check (or Study), Act cycles to improve organizational processes and practices. Students will both individually and collaboratively apply these methods to case studies as well as to personal and organizational aspects that they want to improve. Pre-requisite: HOD 2500 [3]"
Human & Organizational Development,HOD2700 - Public Policy,"An exploration of the creation, interpretation, implementation, and evaluation of public policy in the United States. Main emphases include key analytical/theoretical perspectives necessary for understanding the policy making process (problem Identification, agenda setting, formulation, adoption, Implementation, and evaluation), and main factors that influence policy making at the national and state levels. Particular attention is paid to the development of student analytic and writing skills. [3]"
Human & Organizational Development,HOD3200 - Introduction to Data Science,"Provides students with both theoretical and practical knowledge of data science, including accessing data, analyzing data, and presenting data analysis. Data access topics include web scraping, using application programming interfaces and database queries. Data analysis topics include linear regression, logistic regression, and basics of unsupervised machine learning. Data analysis will also cover cross validation. Data presentation topics include univariate and bivariate graphs, lattice graphing, mapping and interactive graphics. Emphasizes literate programming as basis for access, analysis and presentation. Prerequisite: Introductory Statistics or permission of instructor. [3]"
Human & Organizational Development,HOD3250 - Causal Inference,"The purpose of this course is to prepare participants to design and carry out social science research estimating the effects of educational interventions, programs and policies that is sufficiently credible to influence decisions about these educational practices and for publication in scholarly, social science journals including education and public policy. A second purpose is to enable participants to fairly and rigorously evaluate the contributions and limitations of empirical social science manuscripts that address significant causal questions for education practice and policymaking. The course will develop your understanding of the theoretical constructs that underlie causal inference, contribute to your understanding of some aspects of descriptive social science, and aid you in the development of appropriate criteria for assessing the contributions of particular studies to social science research literature. Prerequisites: HODE 3205 (or equivalent), PSY-PC 2115 (or equivalent), and PSY-PC 3735 (or equivalent) and permission of instructor. [3]"
Human & Organizational Development,HOD3275 - Practical Meta-analysis,"The topics covered in this seminar will include the major steps involved in conducting meta-analysis, with particular emphasis on the technical issues and statistical analyses distinctive to this form of research. Specifically, the course will focus on providing students with the skills needed to be intelligent consumers of systematic reviews and meta-analyses: conduct a systematic, replicable search of the literature used to identify studies eligible for a meta-analysis; create and analyze meta-analytic databases using appropriate statistical techniques; and prepare written reports of meta analytic findings. Prerequisites: PSY-PC 2110 and PSY-PC 3735 [3]"
Human & Organizational Development,HOD3300 - Judgment and Analytical Reasoning,"This course presents the cognitive, emotional, and contextual factors that affect judgment and decision-making. Through real-world examples, students will learn to identify common errors in human reasoning and develop an understanding of a variety of analytic strategies to overcome them. The primary tool for conducting these analyses will be Microsoft Excel. (Developing proficiency in Excel for analysis and reporting findings is a secondary goal of this course.) Features and functions of Excel will be taught in the context of the course content and third-party validation of Excel skills will be obtained through Microsoft Certification at the Basic and Expert levels. Serves as repeat credit for HOD 3890-01 in Fall 2018 and for HOD 3890-02 in Spring 2019. [3]"
Human & Organizational Development,HOD3850 - Independent Study in Human and Organizational Development,Individual programs of reading or the conduct of Research studies in human and organizational development. Consent of supervising faculty member required. May be repeated. [1-3]
Human & Organizational Development,HOD3860 - Directed Research,Consent of supervising faculty member required. May be repeated. [1-3]
Human & Organizational Development,HOD3864 - Research Experience,This course provides undergraduate students in HOD direct experience in conducting research. The course is designed for students interested in going on to graduate school as well as students who want to gain experience in generating knowledge in an information economy. The course conducts a review of research methodologies and requires students to critically read and deconstruct published research studies. Data analysis skills are sharpened in the computer lab and put into practice on their own research. Students conduct several independent research projects during the semester. Prerequisite: HOD 2500 and a statistics class. [3]
Human & Organizational Development,HOD3870 - Practicum in Human and Organizational Development,An intensive practicum experience. Three contact hours per week required for each credit hour. [1-3]
Human & Organizational Development,HOD3890 - Special Topics in Human and Organizational Development,Exploration of special issues on topics related to human and organizational development. May be repeated for credit with change of topic. [1-3]
Human & Organizational Development,HOD4949 - Capstone Design,"Students partner with the HOD Capstone team and campus resources to explore, develop, and implement a successful capstone design process. The Capstone Design process requires students to engage in content, accomplish learning objectives, and meet deadlines.  Students who successfully meet the learning objectives and demonstrate readiness will be confirmed for the HOD capstone semester. Corequisites or Prerequisites: HOD 1250, 1300, 2100, 2500, 2700, and 2400 (2400 is only required if on HOD Track structure) [0]."
Human & Organizational Development,HOD4950 - Capstone Partnership,"Students complete an immersive learning experience with an organization, collecting field notes and observations, conducting informational interviews and internal research, and completing workplace duties as assigned. Prerequisite: HOD 1250, 1300, 2100, 2400, 2500, 2700, and 4949 (2400 required only if on HOD Track structure). Corequisite: HOD 4951, 4952, 4953 [3-6]"
Human & Organizational Development,HOD4951 - Critical Reflexivity and Systems Thinking,"Students develop skills in critical reflection using a case study model to process and analyze workplace behavior using theories from earlier coursework. Students demonstrate engagement with capstone site stakeholders, visually diagram the different parts of the systems that interact internally and externally with the capstone site, and clearly define the relationships between the different parts of their capstone and the systems they impact. Prerequisite: HOD 1250, 1300, 2100, 2400, 2500, 2700, and 4949 (2400 required only if on HOD Track structure). Corequisite: HOD 4950, 4952, 4953 [3]"
Human & Organizational Development,HOD4952 - Mapping Future Personal and Professional Development,"Students use research tools and personal development strategies to identify future goals and map next steps in their academic and professional journey. The course reflection is built upon retrospectives developed from each of the HOD core courses. Students use the material in their retrospectives and personal learning goal reflections to map their professional and personal future. Prerequisite: HOD 1250, 1300, 2100, 2400, 2500, 2700, and 4949 (2400 required only if on HOD Track structure). Corequisite: HOD 4950, 4951, 4953 3 [3]"
Human & Organizational Development,HOD4953 - Analysis and Contribution,"Students use methods from human centered design to analyze key factors impacting organization and develop a project-centered contribution to capstone site. Prerequisite: HOD 1250, 1300, 2100, 2400, 2500, 2700, and 4949 (2400 required only if on HOD Track structure). Corequisite: HOD 4950, 4951, 4952 [3]"
Human & Organizational Development,HOD4978 - Senior Thesis,Senior Thesis [3]
Human & Organizational Development,HOD4980 - Human and Organizational Development Honors Seminar,Open to students majoring in Human and Organizational Development who are admitted to the Honors Program. [3]
Human & Organizational Development,HOD4987 - Human and Organizational Development Honors Seminar,Open to students majoring in Human and Organizational Development who are admitted to the Honors Program. Course carries writing requirement credit for Peabody students. [3]
Humanities,HUM1610 - Selected Topics,Topics Vary. May be repeated more than once if there is no duplication of topic. [3] (No AXLE credit)
Humanities Education-PC,HMED2250 - Introduction to Arts Education,Acquaints the student with the philosophical and pedagogical base with which to develop competence in teaching the arts. [2]
Humanities Education-PC,HMED3850 - Independent Study in Humanities Education,Semi-independent study on selected topics in humanities education. May be repeated. Consent of faculty supervisor required. [1-3]
Humanities Education-PC,HMED3890 - Special Topics in Humanities Education,Explores special topics related to humanities education. May be repeated with change of topic. [1-3]
Immersion Vanderbilt,IMM2100 - Introduction to Law (Law Immersion I),"This course provides students with a basic foundation in American law, the legal system, and legal authority to prepare them for law-related experiential and research experiences. [2]"
Immersion Vanderbilt,IMM2200 - Introduction to Law II (Law Immersion II),"This course provides students with a basic foundation in legal reasoning, research, and writing to prepare them to draft structured memoranda explaining law and policy. Open to sophomores and juniors who have completed IMM 2100 Introduction to Law I and are pursuing a Law Immersion plan. [2]"
Interdisciplinary Studies,INDS1111 - First-Year Writing Seminar,"Independent learning and inquiry in an environment in which students can express knowledge and defend opinions through intensive class discussion, oral presentations, and written expression. May be repeated for credit once if there is no duplication of topic, but students may earn only up to 3 credits in any 1111 course per semester of enrollment. [3; maximum of 6 credits total for all semesters of 1111] (AXLE credit category varies by section)"
Interdisciplinary Studies,INDS1599 - Spectatorship and Performance Cultures in the UK and Ireland,"Maymester abroad. Spectatorship as a cultural practice; attendance at contemporary plays, musicals, sporting events, heritage sites, and site-specific performances. [3] (P)"
Interdisciplinary Studies,INDS3831 - Global Citizenship and Service,This course is offered by the Vanderbilt Initiative for Scholarship and Engagement (VISAGE). Graduate students may take this course for graduate credit. A service-learning course introducing students to themes and interpretations of global citizenship. Intended to be followed by 3832. [3] (INT)
Interdisciplinary Studies,INDS3832 - Global Community Service,This course is offered by the Vanderbilt Initiative for Scholarship and Engagement (VISAGE). Graduate students may take this course for graduate credit. Students will design and conduct research projects in collaboration with faculty mentors. Prerequisite: 3831. [1-3] (No AXLE credit)
Interdisciplinary Studies,INDS3833 - Seminar in Global Citizenship and Service,This course is offered by the Vanderbilt Initiative for Scholarship and Engagement (VISAGE). Graduate students may take this course for graduate credit. Project- and research-based seminar drawing on student experiences and learning in 3831 and 3832. Prerequisite: 3832. [3] (INT)
Interdisciplinary Studies,INDS3880 - Interdisciplinary Internship,Internship credit for work approved by the designated Associate Dean of Arts and Science. A written scholarly project must be produced in the internship. Must be taken P/F. Repeatable twice for a maximum of 3 credit hours in 3880 (and 3884) combined. [1] (No AXLE credit)
Interdisciplinary Studies,INDS3884 - Interdisciplinary Internship,"Internship credit for summer work approved by the designated Associate Dean of Arts and Science. A written scholarly project must be produced in the internship. Course must be taken P/F. May be repeated for credit; maximum of 3 credit hours in 3881, 3882, 3883, and 3884 combined. [1] (No AXLE credit)"
Interdisciplinary Studies,INDS3990 - Interdisciplinary internship Training,Under faculty supervision students from any discipline can gain experience in a variety of public and private settings. Students must be classified as a sophomore or higher and in good academic standing at the time the credit is earned. Must be taken on a Pass/Fail basis. Prerequisite or co-requisite: 3991 [1-3] (No AXLE credit)
Interdisciplinary Studies,INDS3991 - Interdisciplinary Internship Readings and Research,Under faculty supervision students from any discipline can gain experience in a variety of public and private settings. Students must be classified as a sophomore or higher and in good academic standing at the time the credit is earned. A thorough research paper or written report is required at the end of the semester. Must be taken on a graded basis only. [1-3] (No AXLE credit)
Italian,ITA1001 - Commons iSeminar,Topics vary. General Elective credit only. [1] (No AXLE credit)
Italian,ITA1101 - Elementary Italian,"Introduction to reading, writing, and speaking through an exploration of Italian culture. For students who have studied little or no Italian. No credit for students who have earned credit for a more advanced Italian language course. [3] (No AXLE credit)"
Italian,ITA1102 - Elementary Italian,Study of the language through an exploration of Italian culture. No credit for students who have earned credit for a more advanced Italian language course. Prerequisite: 1101. [3] (INT) (CORE LA)
Italian,ITA1103 - Intensive Elementary Italian,"One-semester intensive course for students who have some knowledge of Italian or of another romance language. No credit for students who have earned credit for 1101, 1102, or a more advanced Italian language course. [3] (INT) (CORE LA)"
